,Код КПГЗ,Код ОКПД-2 (ОКПД2014)
5628,01.02.10.43.01.41,20.59
5629,01.02.10.43.01.42,20.59
5630,01.02.10.43.01.43,20.59
5631,01.02.10.43.01.27,20.59
5632,01.02.10.43.01.44,20.59.52.190
5633,01.02.10.43.01.18,20.59
5634,01.02.10.43.01.19,20.59
5635,01.02.10.43.01.20,20.59
5636,01.02.10.43.01.21,20.59
5637,01.02.10.43.01.49,20.59
5638,01.02.10.43.01.50,20.59
5639,01.02.10.43.01.51,20.59
5640,01.02.10.43.01.52,20.59
5641,01.02.10.43.01.53,20.59
5642,01.02.10.43.01.28,20.59
5643,01.02.10.43.01.54,20.59
5644,01.02.10.43.01.55,20.59
5645,01.02.10.43.01.56,20.59
5646,01.02.10.43.01.57,20.59
5647,01.02.10.43.01.58,20.59
5648,01.02.10.43.01.59,20.59
5649,01.02.10.43.01.60,20.59
5650,01.02.10.43.01.61,20.59
5651,01.02.10.43.01.62,20.59.52.190
5652,01.02.10.43.01.63,20.59
5653,01.02.10.43.01.29,20.59
5654,01.02.10.43.01.64,20.59
5655,01.02.10.43.01.65,20.59.52.190
5656,01.02.10.43.01.65.01,20.59.52.190
5657,01.02.10.43.01.65.02,20.59.52.190
5658,01.02.10.43.01.65.03,20.59.52.190
5659,01.02.10.43.01.65.04,20.59.52.190
5660,01.02.10.43.01.65.05,20.59.52.190
5661,01.02.10.43.01.45,20.59.52.190
5662,01.02.10.43.01.46,20.59.52.190
5663,01.02.10.43.01.47,20.59
5664,01.02.10.43.01.30,20.59
5665,01.02.10.43.01.31,20.59
5666,01.02.10.43.01.32,20.59
5667,01.02.10.43.01.33,20.59
5668,01.02.10.43.01.34,20.59
5669,01.02.10.43.01.48,20.59.52.190
5670,01.02.10.43.01.65.08,20.59.52.190
5671,01.02.10.43.01.65.09,20.59.52.190
5672,01.02.10.43.01.65.10,20.59.52.190
5673,01.02.10.43.01.65.11,20.59.52.190
5674,01.02.10.43.01.65.12,20.59.52.190
5675,01.02.10.43.01.65.21,20.59.52.190
5676,01.02.10.43.01.65.22,20.59.52.190
5677,01.02.10.43.01.65.23,20.59.52.190
5678,01.02.10.43.01.65.24,20.59.52.190
5679,01.02.10.43.01.65.25,20.59.52.190
5680,01.02.10.43.01.66,20.59.52.190
5681,01.02.10.43.02,20.59.52.190
5682,01.02.10.43.02.01,20.59.52.190
5683,01.02.10.43.02.01.01,20.59.52.190
5684,01.02.10.43.02.01.02,20.59.52.190
5685,01.02.10.43.01.65.13,20.59.52.190
5686,01.02.10.43.02.01.03,20.59.52.190
5687,01.02.10.43.02.01.04,20.59.52.190
5688,01.02.10.43.01.65.06,20.59.52.190
5689,01.02.10.43.01.65.07,20.59.52.190
5690,01.02.10.43.02.02.01,20.59.52.190
5691,01.02.10.43.02.02.02,20.59.52.190
5692,01.02.10.43.02.02.03,20.59.52.190
5693,01.02.10.43.02.02.04,20.59.52.190
5694,01.02.10.43.02.02.05,20.59.52.190
5695,01.02.10.43.02.02.06,20.59.52.190
5696,01.02.10.43.01.65.14,20.59.52.190
5697,01.02.10.43.02.02.07,20.59.52.190
5698,01.02.10.43.02.02.08,20.59.52.190
5699,01.02.10.43.02.02.09,20.59.52.190
5700,01.02.10.43.02.02.10,20.59.52.190
5701,01.02.10.43.02.03,20.59.52.190
5702,01.02.10.43.02.01.05,20.59.52.190
5703,01.02.10.43.02.01.06,20.59.52.190
5704,01.02.10.43.02.01.07,20.59.52.190
5705,01.02.10.43.02.01.08,20.59.52.190
5706,01.02.10.43.02.01.09,20.59.52.190
5707,01.02.10.43.01.65.15,20.59.52.190
5708,01.02.10.43.02.01.10,20.59.52.190
5709,01.02.10.43.02.01.11,20.59.52.190
5710,01.02.10.43.02.01.12,20.59.52.190
5711,01.02.10.43.02.02,20.59.52.190
5712,01.02.10.43.02.03.01,20.59.52.190
5713,01.02.10.43.02.03.02,20.59.52.190
5714,01.02.10.43.02.03.03,20.59.52.190
5715,01.02.10.43.02.03.04,20.59.52.190
5716,01.02.10.43.03,20.59
5717,01.02.10.43.03.05,20.59.52.140
5718,01.02.10.43.01.65.16,20.59.52.190
5719,01.02.10.43.01.65.17,20.59.52.190
5720,01.02.10.43.01.65.18,20.59.52.190
5721,01.02.10.43.01.65.19,20.59.52.190
5722,01.02.10.43.01.65.20,20.59.52.190
5723,01.02.10.43.04,20.59.52.190
5724,01.02.10.43.05,20.59
5725,01.02.10.43.05.01,32.50.13
5726,01.02.10.43.05.02,32.50
5727,01.02.10.43.05.03,32.50
5728,01.02.10.43.05.04,32.50
5729,01.02.10.43.05.08,20.59.52.190
5730,01.02.10.43.05.05,32.50.13
5731,01.02.10.43.05.06,32.50
5732,01.02.10.43.05.07,32.50.13
5733,01.02.10.43.05.09,20.59
5734,01.02.10.43.05.10,32.50
5735,01.02.10.43.05.11,32.50.13.110
5736,01.02.10.43.05.12,32.50
5737,01.02.10.43.06,20.59.52.190
5738,01.02.10.43.06.02,20.59.52.190
5739,01.02.10.43.06.03,20.59.52.190
5740,01.02.10.43.07,20.59.52.190
5741,01.02.10.43.03.01,20.59.52.190
5742,01.02.10.43.03.02,20.59
5743,01.02.13,20.11.11.150
5744,01.15.05.04.11,22.29.25.000
5745,01.02.10.48,32.50
5746,01.02.10.48.07.09,32.50.13.190
5747,01.02.10.48.05.02,32.50.13.190
5748,03.17.09,71.12
5749,01.02.10.24,32.50
5750,01.02.10.26.01,32.50.13
5751,01.02.10.37.01,32.50.13
5752,01.02.10.37,32.50.13
5753,01.02.10.26.13,32.50.13
5754,01.02.10.26.12,32.50.13
5755,01.02.10.26.11,32.50.13
5756,01.02.10.26.10,32.50.13
5757,01.02.10.26.09,32.50.50
5758,01.02.10.26.08,32.50.13
5759,01.02.10.26.07,32.50.13
5760,01.02.10.43.01.67,20.59.52.199
5761,01.02.10.26.06,32.50.13
5762,01.02.10.26.05,32.50.13
5763,01.02.10.26.04,32.50.13
5764,01.02.10.26.03,32.50.13
5765,01.02.10.26.02,32.50.13
5766,01.02.10.37.01.06.01,32.50.13
5767,01.02.10.37.01.07,32.50.13
5768,01.02.10.37.01.05.02,32.50.13
5769,01.02.10.37.01.05.01,32.50.13
5770,01.02.10.37.01.05,32.50.13
5771,01.02.10.24.03.01,32.50.50.000
5772,01.02.10.37.01.04.02,32.50.13
5773,01.02.10.37.01.04.01,32.50.13
5774,01.02.10.37.01.04,32.50.13
5775,01.02.10.37.01.03.01,32.50.13
5776,01.02.10.37.01.03,32.50.13
5777,01.02.10.37.01.02.01,32.50.13
5778,01.02.10.37.01.02,32.50.13
5779,01.02.10.37.01.01.03,32.50.13
5780,01.02.10.37.01.01.02,32.50.13
5781,01.02.10.37.01.01.01,32.50.13
5782,01.02.10.24.02.01,32.50
5783,01.02.10.37.01.06,32.50.13
5784,01.02.10.37.01.01,32.50.13
5785,01.02.10.37.02.06.03,32.50.13
5786,01.02.10.37.01.07.01,32.50.13
5787,01.02.10.37.01.08,32.50.13
5788,01.02.10.37.02,32.50.13
5789,01.02.10.37.02.01,32.50.13
5790,01.02.10.37.02.02,32.50.13
5791,01.02.10.37.02.03,32.50.13
5792,01.02.10.37.02.04,32.50.13
5793,01.02.10.24.03.02,32.50
5794,03.07.99.11,37.00.12.120
5795,01.02.10.23.10,32.50.22.120
5796,01.02.10.26,32.50.50
5797,01.02.10.37.02.05,32.50.13
5798,01.02.10.37.02.06,32.50.13
5799,01.02.10.37.02.06.01,32.50.13
5800,01.02.10.37.02.06.02,32.50.13
5801,01.02.10.37.03.04,32.50.13
5802,01.02.10.37.03.04.01,32.50.13
5803,01.02.10.37.03.01.01,32.50.13
5804,01.02.10.37.02.06.04,32.50.13
5805,01.02.10.37.03.01.04,32.50.13
5806,01.02.10.37.03.08.05,32.50.13
5807,01.02.10.37.03.08.04,32.50.13
5808,01.02.10.37.03.08.03,32.50.13
5809,01.02.10.37.03.08.02,32.50.13
5810,01.02.10.37.03.05.01,32.50.13
5811,01.02.10.37.03.08.01,32.50.13
5812,01.02.10.37.03.08,32.50.13
5813,01.02.10.37.03.07.03,32.50.13
5814,01.02.10.37.03.01,32.50.13
5815,01.02.10.37.03.07.02,32.50.13
5816,01.02.10.37.03.07.01,32.50.13
5817,01.02.10.37.03.07,32.50.13
5818,01.02.10.37.03.06.03,32.50.13
5819,01.02.10.37.03.06.02,32.50.13
5820,01.02.10.37.03.06.01,32.50.13
5821,01.02.10.37.03.06,32.50.13
5822,01.02.10.37.03.05,32.50.13
5823,01.02.10.37.03.04.02,32.50.13
5824,01.02.10.48.19,32.50.13
5825,01.02.10.37.03.01.02,32.50.13
5826,01.02.10.37.03.08.08,32.50.13
5827,01.02.10.48.19.02,32.50.13
5828,01.02.10.48.19.03,32.50.13
5829,01.02.10.49.01,32.50.13
5830,01.02.10.49,32.50.13
5831,01.02.10.37.03.08.14,32.50.13
5832,01.02.10.37.03.08.13,32.50.13
5833,01.02.10.37.03.08.12,32.50.13
5834,01.02.10.37.03.08.11,32.50.13
5835,01.02.10.48.19.04,32.50.13
5836,01.02.10.37.03.01.03,32.50.13
5837,01.02.10.37.03.08.10,32.50.13
5838,01.02.10.37.03.08.09,32.50.13
5839,01.02.10.37.03.08.06,32.50.13
5840,01.02.10.37.03.08.07,32.50.13
5841,01.02.10.48.19.01,32.50.13
5842,01.02.10.43.06.01,20.59.52.190
5843,01.02.10.37.03.03,32.50.13
5844,01.02.10.37.03.03.01,32.50.13
5845,01.02.10.37.03,32.50.13
5846,01.02.10.37.03.02,32.50.13
5847,01.02.10.37.03.02.01,32.50.13
5848,01.02.10.37.03.02.02,32.50.13
5849,01.02.10.37.03.02.03,32.50.13
5850,01.02.10.37.03.03.02,32.50.13
5851,01.02.10.37.03.03.03,32.50.13
5852,01.02.10.06.21,32.50.13.190
5853,01.02.10.48.19.06,32.50.13.190
5854,01.02.10.50.01,32.50.13.190
5855,01.02.10.50.02,26.60.14.120
5856,01.02.10.49.02,32.50.13.190
5857,01.02.10.48.19.05,32.50.21
5858,01.02.10.48.19.07,32.50.13.190
5859,01.02.10.09.01.01,32.50.50
5860,01.02.10.25.03.02,32.50.13.190
5861,01.02.10.06.79,32.50.13.190
5862,01.02.10.39.03,32.50.13
5863,01.02.10.39.02,32.50.13
5864,01.02.10.39.01,32.50.13.110
5865,01.02.10.39,32.50
5866,01.02.10.39.04,32.50.13
5867,01.02.10.33.02,32.50
5868,01.02.10.33.03,32.50
5869,01.02.10.33.04.01,32.50
5870,01.02.10.33.04.01.01,32.50.11
5871,01.02.10.33.05,32.50
5872,01.02.10.43.01.68,32.50.13.190
5873,01.02.10.33.05.01,32.50
5874,01.02.10.33.04.01.02,32.50
5875,01.02.10.33.04.01.03,32.50.11
5876,01.02.10.33.04.02,32.50.11
5877,01.02.10.33.04.03,32.50
5878,01.02.10.33.04.04,32.50.11
5879,01.02.10.33.01.02,32.50.11
5880,01.02.10.33.01.01,32.50.11
5881,01.02.10.33.01,32.50.11
5882,01.02.10.33,32.50
5883,01.02.10.49.05,32.50.13.190
5884,01.02.10.49.04,32.50.13.190
5885,01.02.10.49.03,32.50.13.190
5886,01.02.10.01.13,32.50.13.190
5887,01.02.10.50,26.60.14.120
5888,01.02.10.39.06,32.50.50
5889,01.02.10.39.05,32.50.13
5890,01.02.10.33.04,32.50
5891,01.02.10.33.05.02,32.50.11
5892,01.02.10.33.05.03,32.50.11
5893,01.02.10.33.05.04,32.50.11
5894,01.02.10.33.05.05,22.22.19
5895,01.02.10.33.08,32.50.11
5896,01.02.10.33.08.01,32.50.11
5897,01.02.10.33.08.02,32.50.11
5898,01.02.10.33.08.03,32.50.11
5899,01.02.10.33.08.04,32.50.11
5900,01.02.10.33.08.05,32.50.11
5901,01.02.10.33.08.06,32.50.11
5902,01.02.10.33.08.07,32.50.11
5903,01.02.10.33.08.08,32.50.11
5904,01.02.10.33.09,32.50.11
5905,01.02.10.33.05.06,32.50.11
5906,01.02.10.33.10,32.50.11
5907,01.02.10.33.10.01,32.50.11
5908,01.02.10.33.10.02,32.50.11
5909,01.02.10.33.10.03,32.50.11
5910,01.02.10.33.10.04,32.50.11
5911,01.02.10.33.11,32.50.11
5912,01.02.10.33.12,32.50
5913,01.02.10.33.12.01,32.50.11
5914,01.02.10.33.12.02,32.50.11
5915,01.02.10.33.12.03,32.50.11
5916,01.02.10.33.05.07,32.50.11
5917,01.02.10.33.12.04,32.50.11
5918,01.02.10.33.12.05,32.50.11
5919,01.02.10.33.12.06,32.50.11
5920,01.02.10.33.12.07,32.50.11
5921,01.02.10.33.12.07.01,32.50.11
5922,01.02.10.33.12.07.02,32.50.11
5923,01.02.10.33.12.07.03,32.50.11
5924,01.02.10.33.12.08,32.50.11
5925,01.02.10.33.12.08.01,32.50.11
5926,01.02.10.33.12.08.02,32.50.11
5927,01.02.10.33.06,32.50.11
5928,01.02.10.33.12.10,32.50.11
5929,01.02.10.33.12.10.01,32.50.11
5930,01.02.10.33.12.10.02,32.50.11
5931,01.02.10.33.12.11,32.50.11
5932,01.02.10.33.12.12,32.50.13
5933,01.02.10.33.12.13,32.50.11
5934,01.02.10.33.12.14,32.50.11
5935,01.02.10.33.12.14.01,32.50.11
5936,01.02.10.33.12.08.03,32.50.11
5937,01.02.10.33.12.09,32.50.11
5938,01.02.10.33.07,32.50.11
5939,01.02.10.33.07.01,32.50.11
5940,01.02.10.33.07.02,32.50.11
5941,01.02.10.33.07.03,32.50.11
5942,01.02.10.33.07.04,32.50.11
5943,01.02.10.33.12.09.01,32.50.11
5944,01.02.10.33.12.09.02,32.50.11
5945,01.02.10.33.12.09.03,32.50.11
5946,01.02.10.33.12.14.02,32.50.11
5947,01.02.10.33.12.14.03,32.50.11
5948,01.02.10.33.12.14.04,32.50.11
5949,01.02.10.33.12.15.01,32.50.11
5950,01.02.10.33.12.22.01,32.50.11
5951,01.02.10.33.12.22.02,32.50.11
5952,01.02.10.33.12.25,32.50.11
5953,01.02.10.33.12.25.01,32.50.11
5954,01.02.10.33.12.25.02,32.50.11
5955,01.02.10.33.12.26,32.50.11
5956,01.02.10.33.12.14.05,32.50.11
5957,01.02.10.33.12.14.06,32.50.11
5958,01.02.10.33.12.15,32.50.11
5959,01.02.10.33.12.31,32.50.11
5960,01.02.10.33.12.15.02,32.50.11
5961,01.02.10.33.12.32,32.50.11
5962,01.02.10.33.12.33.01,32.50.11
5963,01.02.10.33.12.33.02,32.50.11
5964,01.02.10.33.12.27,32.50.11
5965,01.02.10.33.12.27.01,32.50.11
5966,01.02.10.33.12.27.02,32.50.11
5967,01.02.10.33.12.28,32.50.11
5968,01.02.10.33.12.28.01,32.50.11
5969,01.02.10.33.12.28.02,32.50.11
5970,01.02.10.33.12.28.04,32.50.11
5971,01.02.10.33.12.16,32.50.11
5972,01.02.10.33.12.29,32.50.11
5973,01.02.10.33.12.30,32.50.11
5974,01.02.10.33.12.33.03,32.50.11
5975,01.02.10.33.12.33.04,32.50.11
5976,01.02.10.33.12.33.05,32.50.11
5977,01.02.10.33.12.34,32.50.11
5978,01.02.10.33.12.35,32.50.11
5979,01.02.10.01.12,32.50.13
5980,01.02.10.01.06.04.01,32.50.13.190
5981,01.02.10.01.06.04,32.50.13.190
5982,01.02.10.33.12.17,32.50.11
5983,01.02.10.01.06.05,32.50.13.190
5984,01.02.10.50.03,32.50.13.190
5985,01.02.10.49.06,32.50.13.190
5986,01.02.10.01.06.04.02,32.50.13.190
5987,01.02.10.43.09,32.50.13.190
5988,01.02.10.06.80,32.50.13.110
5989,01.02.10.48.19.08,32.50.13.190
5990,01.02.10.50.04,32.50.22.129
5991,01.02.10.43.08,20.59.52.199
5992,01.02.10.48.17,32.50.13.190
5993,01.02.10.33.12.18,32.50.11
5994,01.02.10.33.12.19,32.50.11
5995,01.02.10.33.12.20,32.50.11
5996,01.02.10.33.12.21,32.50.11
5997,01.02.10.33.12.22,32.50.11
5998,01.02.10.48.17.02,32.50.13.190
5999,02.03.08,42.99.29
6000,01.02.10.27.02,32.50.13
6001,01.02.10.27.03,32.50.13
6002,01.02.10.27.04,32.50.13
6003,01.02.10.27,32.50
6004,01.02.10.27.07.05,32.50.13.110
6005,01.02.10.27.07.19,32.50.13
6006,01.02.10.27.07.18,32.50.13
6007,01.02.10.27.07.17,32.50.13
6008,01.02.10.27.07.16,32.50.13
6009,01.02.10.27.07.15,32.50.13
6010,01.02.10.27.07.14,32.50.13
6011,01.02.10.27.07.13,32.50.13
6012,01.02.10.27.07.11,32.50.13
6013,01.02.10.27.07.10,32.50.13
6014,01.02.10.27.06,32.50.13
6015,01.02.10.27.07.09,32.50.13.110
6016,01.02.10.27.07.08,32.50.13
6017,01.02.10.27.07.07,32.50.13.110
6018,01.02.10.27.07.06,32.50.13.110
6019,01.02.10.27.07.20,32.50.13
6020,01.02.10.27.07.12,32.50.13
6021,01.02.10.27.08,32.50.22
6022,01.02.10.27.09,32.50.13
6023,01.02.10.27.10,32.50.13
6024,01.02.10.27.11,32.50.13
6025,01.02.10.27.01.01,32.50.13
6026,01.02.10.27.12,32.50.13
6027,01.02.10.27.13,32.50.13
6028,01.02.10.27.14,32.50.13
6029,01.02.10.27.15,32.50.13
6030,01.02.10.27.15.01,32.50.13
6031,01.02.10.27.15.02,32.50.13
6032,01.02.10.27.15.03,32.50.13
6033,01.02.10.27.16,32.50.13
6034,01.02.10.27.17,32.50.13
6035,01.02.10.27.17.01,32.50.13
6036,01.02.10.27.05,32.50.13
6037,01.02.10.27.17.02,32.50.13
6038,01.02.10.27.17.03,32.50.13
6039,01.02.10.27.17.04,32.50.13
6040,01.02.10.27.17.05,32.50.13
6041,01.02.10.27.17.06,32.50.13
6042,01.02.10.27.17.07,32.50.13
6043,01.02.10.27.21.01,32.50.50.000
6044,01.02.10.27.21.12,32.50.22.190
6045,01.02.10.27.21.11,32.50.22.190
6046,01.02.10.27.21.09,32.50.13
6047,01.02.10.27.07.04,32.50.13
6048,01.02.10.27.07.03,32.50.13.110
6049,01.02.10.27.07.02,32.50.13
6050,01.02.10.27.07.01,32.50.13
6051,01.02.10.27.07,32.50.13
6052,01.02.10.27.21.08,32.50.13
6053,01.02.10.27.21.07,32.50.13
6054,01.02.10.27.21.06,32.50.22.190
6055,01.02.10.27.21.05,32.50.50.000
6056,01.02.10.27.21,32.50
6057,01.02.10.27.20,32.50.50
6058,01.02.10.27.19,32.50.13
6059,01.02.10.27.18,32.50.13
6060,01.02.10.27.21.04,32.50.13
6061,01.02.10.27.21.03,32.50.13.190
6062,01.02.10.27.21.02.03,32.50.13.190
6063,01.02.10.27.21.02.02,32.50.13
6064,01.02.10.27.21.02.01,32.50.13.190
6065,01.02.10.27.21.02,32.50.13
6066,01.02.10.27.27,32.50.13
6067,01.02.10.27.22,32.50.13
6068,01.02.10.27.22.01,32.50.13
6069,01.02.10.27.22.02,32.50.13
6070,01.02.10.27.22.03,32.50.13
6071,01.02.10.27.22.04,32.50.13
6072,01.02.10.27.22.05,32.50.13
6073,01.02.10.27.23,32.50.22
6074,01.02.10.27.24,32.50.13.110
6075,01.02.10.27.26,32.50.13.110
6076,01.02.10.27.28,32.50.13
6077,01.02.10.42,32.50
6078,01.02.10.42.02.02,32.50.13
6079,01.02.10.42.01,32.50.13
6080,01.02.10.42.02,32.50.13
6081,01.02.10.42.08,32.50.13
6082,01.02.10.42.05.03,32.50.50.000
6083,01.02.10.42.05.02,32.50.13.190
6084,01.02.10.42.05.01,32.50.13
6085,01.02.10.42.05,32.50.13
6086,01.02.10.42.20.03,32.50.13
6087,01.02.10.42.20.04,32.50.13
6088,01.02.10.42.21,32.50.13
6089,01.02.10.42.21.01,32.50.13.190
6090,01.02.10.42.21.02,32.50.13
6091,01.02.10.42.21.03,32.50.13
6092,01.02.10.42.11,32.50.13
6093,01.02.10.42.11.01,32.50.13
6094,01.02.10.42.11.02,32.50.13
6095,01.02.10.42.22,32.50.13
6096,01.02.10.42.03,32.50.13
6097,01.02.10.42.22.01,32.50.13.110
6098,01.02.10.42.12,32.50.13
6099,01.02.10.42.13,32.50.13
6100,01.02.10.42.14,32.50.13
6101,01.02.10.42.15,32.50.13
6102,01.02.10.42.16,32.50.13
6103,01.02.10.42.17,32.50.13
6104,01.02.10.42.18,32.50.13.190
6105,01.02.10.42.19,32.50.13
6106,01.02.10.42.22.06,32.50.13.110
6107,01.02.10.42.02.01,32.50.13
6108,01.02.10.42.22.05,32.50.13.110
6109,01.02.10.43.10,20.59.52.199
6110,01.02.10.43.11,21.10.60.196
6111,01.02.10.43.12,17.12.43.112
6112,01.02.10.43.13,20.59.52.192
6113,01.02.10.43.14,23.19.23.110
6114,01.02.10.43.15,20.59.52.199
6115,01.02.10.43.16,21.10.60.194
6116,01.02.10.42.22.07,32.50.13.110
6117,01.02.10.42.22.04,32.50.13.110
6118,01.02.10.42.02.03,32.50.13
6119,01.02.10.42.22.03,32.50.13.110
6120,01.02.10.42.22.02,32.50.13.110
6121,01.02.10.48.19.10,32.50.13.190
6122,01.02.10.50.05,32.50.13.190
6123,01.02.10.43.01.73,32.50.13.190
6124,01.02.10.42.04,32.50.13
6125,01.02.10.27.06.01,32.50.13.190
6126,01.02.10.27.01.02,32.50.13
6127,01.02.10.27.01.02.02,32.50.13
6128,01.02.10.27.01,32.50.13
6129,01.02.10.42.09,32.50.13
6130,01.02.10.42.07,32.50.13
6131,01.02.10.42.20,32.50.13
6132,01.02.10.42.20.01,32.50.13
6133,01.02.10.42.20.02,32.50.13
6134,01.02.10.27.01.02.01,32.50.13
6135,01.02.10.21,32.50
6136,01.02.10.21.04.03,32.50.13
6137,01.02.10.21.09,32.50.22
6138,01.02.10.07,32.50
6139,01.02.10.07.01,32.50.13
6140,01.02.10.07.02,32.50.13
6141,01.02.10.21.08,32.50.22
6142,01.02.10.07.11,32.50.13
6143,01.02.10.07.17,32.50.13
6144,01.02.10.07.09,32.50.13
6145,01.02.10.07.08,32.50.13
6146,01.02.10.07.07,32.50.13
6147,01.02.10.07.06,32.50.13
6148,01.02.10.07.05,32.50.13
6149,01.02.10.07.04,32.50.13
6150,01.02.10.07.12,32.50.13
6151,01.02.10.07.03,32.50.13
6152,01.02.10.07.13,32.50.13
6153,01.02.10.07.14,32.50.13
6154,01.02.10.07.15,32.50.13
6155,01.02.10.07.16,32.50.13
6156,01.02.10.07.21,32.50.13
6157,01.02.10.07.20,32.50.13
6158,01.02.10.07.19,32.50.13
6159,01.02.10.07.18,32.50.13
6160,01.02.10.07.10,32.50.13
6161,01.02.10.07.32.02,32.50.13
6162,01.02.10.21.01,32.50.13
6163,01.02.10.07.32.01,32.50
6164,01.02.10.07.32,32.50
6165,01.02.10.07.31.02,32.50.13
6166,01.02.10.07.31.01,32.50.50.000
6167,01.02.10.07.31,32.50
6168,01.02.10.07.30,32.50.13
6169,01.02.10.07.29,32.50.13
6170,01.02.10.07.28,32.50.13
6171,01.02.10.07.27,32.50.13
6172,01.02.10.07.35,32.50
6173,01.02.10.21.02,32.50.13
6174,01.02.10.07.34,32.50.22
6175,01.02.10.07.32.03,32.50.22.190
6176,01.02.10.07.33,32.50.22.190
6177,01.02.10.07.26,32.50.13
6178,01.02.10.07.25,32.50.13
6179,01.02.10.07.24,32.50.13
6180,01.02.10.07.23,32.50.13
6181,01.02.10.07.22,32.50.13
6182,01.02.10.07.38,32.50
6183,01.02.10.07.40,32.50.13
6184,01.02.10.21.03,32.50.13
6185,01.02.10.21.04,32.50.13
6186,01.02.10.21.04.01,32.50.13
6187,01.02.10.21.04.02,32.50.13
6188,01.02.10.21.07,32.50.22
6189,01.02.10.07.36,32.50.13
6190,01.02.10.07.49,32.50.13
6191,01.02.10.07.44,32.50.13
6192,01.02.10.07.45,32.50.13
6193,01.02.10.07.46,32.50.13
6194,01.02.10.07.47,32.50.13
6195,01.02.10.07.39.04,32.50
6196,01.02.10.07.37,32.50.13
6197,01.02.10.35.06.02,32.50.13.110
6198,01.02.10.35.07,32.50.13
6199,01.02.10.35.08,32.50.13
6200,01.02.10.35.09,32.50.13
6201,01.02.10.35.09.01,32.50.13
6202,01.02.10.35.09.02,32.50.13
6203,01.02.10.35.09.03,32.50.13
6204,01.02.10.35.10,32.50.13
6205,01.02.10.07.48,32.50.13
6206,01.02.10.35.10.01,32.50.13
6207,01.02.10.07.50,32.50.13
6208,01.02.10.35,32.50
6209,01.02.10.35.01,32.50.50
6210,01.02.10.35.02,32.50.13
6211,01.02.10.35.03,32.50.13
6212,01.02.10.35.04,32.50.13
6213,01.02.10.35.05,32.50.13
6214,01.02.10.35.06,32.50.13
6215,01.02.10.35.10.02,32.50.13
6216,01.02.10.07.41,32.50
6217,01.02.10.35.10.19,32.50.13
6218,01.02.10.35.10.04,32.50.13
6219,01.02.10.35.10.05,32.50.13
6220,01.02.10.35.10.06,32.50.13
6221,01.02.10.35.10.07,32.50.13
6222,01.02.10.35.10.08,32.50.13
6223,01.02.10.35.10.09,32.50.13
6224,01.02.10.35.10.10,32.50.13
6225,01.02.10.35.10.11,32.50.13
6226,01.02.10.35.10.12,32.50.13
6227,01.02.10.07.42,32.50.13
6228,01.02.10.35.10.13,32.50.13
6229,01.02.10.35.10.14,32.50.13
6230,01.02.10.35.10.15,32.50.13
6231,01.02.10.35.10.16,32.50.13
6232,01.02.10.35.10.17,32.50.13
6233,01.02.10.35.10.18,32.50.13
6234,01.02.10.35.10.03,32.50.13
6235,01.02.10.35.10.20,32.50.13
6236,01.02.10.35.10.21,32.50.13
6237,01.02.10.35.10.22,32.50.13
6238,01.02.10.07.43,32.50.13
6239,01.02.10.07.39,32.50
6240,01.02.10.07.39.01,32.50.13
6241,01.02.10.07.39.02,32.50.50.000
6242,01.02.10.07.39.03,32.50
6243,01.02.10.35.10.23,32.50.13
6244,01.02.10.35.10.24,32.50.13
6245,01.02.10.35.10.25,32.50.13
6246,01.02.10.35.10.26,32.50.13
6247,01.02.10.35.11,32.50.13
6248,01.02.10.35.11.01,32.50.13
6249,01.02.10.35.22.02,32.50.13
6250,01.02.10.35.18.02,32.50.13
6251,01.02.10.35.15,32.50.13
6252,01.02.10.35.14,32.50.13
6253,01.02.10.35.22.01,32.50.22.190
6254,01.02.10.35.22,32.50
6255,01.02.10.35.21,32.50.13
6256,01.02.10.35.20,32.50.13
6257,01.02.10.35.19,32.50.13
6258,01.02.10.04.03,32.50.13
6259,01.02.10.35.11.02,32.50.13
6260,01.02.10.35.18,32.50.13
6261,01.02.10.35.18.01,32.50.13
6262,01.02.10.35.16,32.50.13
6263,01.02.10.35.18.03,32.50.13
6264,01.02.10.35.18.04,32.50.13
6265,01.02.10.35.18.06,32.50.13
6266,01.02.10.35.26,32.50.13
6267,01.02.10.35.25.05,32.50.13
6268,01.02.10.35.25.04,32.50.13
6269,01.02.10.35.25.03,32.50.13
6270,01.02.10.35.11.03,32.50.13
6271,01.02.10.35.23,32.50.13
6272,01.02.10.35.25.01,32.50.13
6273,01.02.10.35.25,32.50.13
6274,01.02.10.35.24,32.50.13
6275,01.02.10.35.25.02,32.50.13
6276,01.02.10.21.06,32.50.13
6277,01.02.10.21.05,32.50.13
6278,01.02.10.35.11.04,32.50.13
6279,01.02.10.16,32.50
6280,01.02.10.16.01,20.59.59
6281,01.02.10.16.02,32.50.13
6282,01.02.10.35.13,32.50.13
6283,01.02.10.35.13.01,32.50.13
6284,01.02.10.35.13.02,32.50.13
6285,01.02.10.35.13.03,32.50.13
6286,01.02.10.35.13.04,32.50.13
6287,01.02.10.16.03,32.50.13.190
6288,01.02.10.16.04,32.50.13
6289,01.02.10.16.05,32.50.13
6290,01.02.10.16.06,32.50.13
6291,01.02.10.16.07,32.50.13
6292,01.02.10.16.08,32.50.13
6293,01.02.10.16.09,32.50.13
6294,01.02.10.16.14.02,32.50.13
6295,01.02.10.16.15,32.50.13
